icao,name
TSR,Trans Service Airlift
TSS,Tri-State Aero
TST,TRAST
TSU,Gulf & Caribbean Cargo / Contract Air Cargo
TSV,Tropair Airservices
TSW,Transwings
TSX,Thai Star Airlines
TSY,Tristar Air
TTA,TTA - Sociedade de Transporte e Trabalho Aereo
TTB,Aerolineas Turisticas del Caribe
TTC,Transteco
TTE,Avcenter
TTF,224th Flight Unit
TTH,Tarhan Tower Airlines
TTL,Total Linhas Aereas
TTM,Societe Tout Tranport Mauritanien
TTP,Triple O Aviation
TTR,Transportaciones Y Servicios Aereos
TTS,Transporte Aereo Tecnico Ejecutivo
TTZ,Transair
TUA,Turkmenistan Airlines
TUB,TUI Airlines Belgium
TUC,Turismo Aereo de Chile
TUD,Flight Alaska
TUI,Tuninter
TUK,Ocean Wings Commuter Service
TUL,Tulpar Air
TUM,Tyumenspecavia
TUN,Air Tungaru
TUO,Taxi Aereo Turistico
TUP,Aviastar-Tu
TUR,ATUR
TUS,ABSA - Aerolinhas Brasileiras
TUX,Tulpar Air Service
TUY,Linea Turistica Aerotuy
TUZ,Tuna Aero
TVA,Trans America Airlines
TVF,Transavia France
TVH,Trabajos Aereos Vascongados
TVI,Tiramavia
TVJ,Thai Vietjet Air
TVL,Travel Service
TVO,Transavio
TVR,Tavrey Airlines
TVS,Travel Service
TWA,Trans World Airlines
TWB,Tway Airlines
TWD,Turkish Wings Domestic
TWE,Transwede Airways
TWF,247 Jet Ltd
TWJ,Twinjet Aircraft Sales
TWL,Tradewinds Aviation
TWM,Transairways
TWN,Avialeasing Aviation Company
TWO,Twente Airlines
TWW,Trans Air Welwitchia
TXA,Texair Charter
TXB,Bell Helicopter Textron
TXC,Transaviaexport
TXD,Aerotaxis del Noroeste
TXE,Transilvania Express
TXF,Aerotaxis Alfe
TXI,Aereotaxis
TXL,Taxi Aereo Cozatl
TXM,Taxi Aereo de Mexico
TXN,Texas National Airlines
TXO,Taxis Aereos de Sinaloa
TXP,Texas Spirit
TXR,Taxirey
TXS,Texas Airlines
TXT,Texas Air Charters
TXU,ATESA Aerotaxis Ecuatorianos
TXV,Puerto Vallarta Taxi Aereo
TXW,Texas Wings
TXX,Austin Express
TXZ,Tex Star Air Freight
TYF,Tayflite
TYG,Trygg-Flyg
TYR,Tyrolean Airways
TYS,TransHolding System
TYW,Tyrol Air Ambulance
TZA,Aero Tomza
TZE,Transporte Aereo Ernesto Saenz
TZK,Tajikstan
TZT,Air Zambezi
TZU,Servicios Aereos Tamazula
UAA,University Air Squadron
UAB,United Arabian Airlines
UAC,United Air Charters
UAD,University Air Squadron
UAE,Emirates
UAF,United Arab Emirates Air Force
UAG,Afra Airlines
UAH,University Air Squadron
UAI,Union Africaine des Transports
UAJ,University Air Squadron
UAK,Kiev Aviation Plant
UAL,United Airlines
UAR,Aerostar Airlines
UAT,Ukraine Atlantic
UAY,University of Birmingham Air Squadron (RAF)
UBA,Myanma Airways
UBD,United Airways
UBG,US-Bangla Airlines
UCA,CommutAir
UCC,Uganda Air Cargo
UCH,US Airports Air Charter
UCK,Air Division of the Eastern Kazakhstan Region
UCO,Ucoaviacion
UCR,Aero-Charter Ukraine
UCS,United Carriers Systems
UDA,Psudiklat Perhubungan Udara/PLP
UDC,DonbassAero
UDN,Dniproavia
UEA,United Eagle Airlines
UED,Air LA
UEJ,Jetcorp
UES,Ues-Avia Aircompany
UFA,State Flight Academy of Ukraine
UFS,UFS
UGA,Uganda Airlines
UGC,Urgemer Canarias
UGL,Inter-Island Air
UGN,Yuzhnaya Aircompany
UGP,Shar Ink
UGX,East African
UHL,Ukrainian Helicopters
UHS,Ulyanovsk Higher Civil Aviation School
UIA,Uni Air
UJR,Universal Jet Rental de Mexico
UJT,Universal Jet Aviation
UJX,AtlasGlobal Ukraine
UKA,Buzzaway Limited
UKI,UK International Airlines
UKL,Ukraine Air Alliance
UKM,UM Airlines
UKN,Ukraine Air Enterprise
UKP,United Kingdom Home Office
UKR,Air Ukraine
UKS,Ukrainian Cargo Airways
UKU,Second Sverdlovsk Air Enterprise
UKW,Lviv Airlines
UKZ,Fly Zoom
ULA,Zuliana de Aviacion
ULS,Carroll Air Service
ULT,Ultrair
UMA,Lineas Aereas del Humaya
UMB,Air Umbria
UMK,Yuzhmashavia
UMS,Unitemp-M
UNC,Uni-Fly
UND,Atuneros Unidos de California
UNF,Union Flights
UNJ,Universal Jet
UNR,Rivne Universal Avia
UNS,Unsped Paket Servisi
UNT,Servicios Aereos Universitarios
UNU,Unifly Servizi Aerei
UNY,Lund University School of Aviation
UPA,Air Foyle
UPL,Ukrainian Pilot School
UPS,United Parcel Service
URA,Aircompany Rosavia
URG,Air Urga
URJ,Star Air
URN,Turan Air
URP,ARP 410 Airlines
URR,Aurora Airlines
URV,Uraiavia
URY,Century Aviation
USA,US Airways
USB,Tusheti
USC,US Check Airlines
USF,USAfrica Airways
USH,US Helicopter
USJ,US Jet
USK,Skif-Air
USN,Smarkand Aero Servise
UST,Austro Aereo
USX,US Express
UTA,UTair Aviation
UTG,UTAGE
UTM,TAPC Aviatrans Aircompany
UTN,Trans-Ulgii
UTR,Utair South Africa
UTS,Ukrainian State Air Traffic Service Enterprise
UTT,Transarabian Transportation Services
UTU,Urartu-Air
UTX,Avfinity
UTY,Alliance Airlines
UVA,Universal Airways
UVG,Universal Airlines
UVM,Uvavemex
UVN,United Aviation
UVS,Air Universal
UVT,Auvia Air
UWW,LSM International
UYC,Cameroon Airlines
UZA,Constanta Airline
UZB,Uzbekistan Airways
UZS,Samarkand Airways
VAA,Van Air Europe
VAB,Airtrans Ltd
VAC,Vacationair
VAD,Aero Taxi Los Valles
VAE,Air Evans
VAG,Vega
VAI,Avalair
VAL,Voyageur Airways
VAM,Ameravia
VAN,Caravan Air
VAP,Phuket Air
VAS,ATRAN Cargo Airlines
VAT,Visionair
VAU,V Australia Airlines
VAV,Angkor Air
VAX,V Air
VAZ,Airlines 400
VBA,V Bird Airlines Netherlands
VBC,AVB-2004 Ltd
VBD,V-Berd-Avia
VBG,North-West Air Transport Company - Vyborg
VBI,Virgin Blue
VBW,Air Burkina
VCA,VICA - Viacao Charter Aereos
VCH,Consorcio Helitec
VCI,CI-Tours
VCM,Volare Air Charter Company
VCN,Execujet Charter
VCR,Cruiser Linhas Aereas
VCT,Viscount Air Service
VCV,Conviasa
VCX,Ocean Airlines
VDA,Volga-Dnepr Airlines
VDO,Servicios Aereos Avandaro
VDR,Air Vardar
VEA,Vega Airlines
VEC,Venescar Internacional
VEE,Victor Echo
VEG,Aerovega
VEI,Virgin Express Ireland
VEJ,Aero Ejecutivos
VEN,Transaven
VER,Almaver
VES,Vieques Air Link
VEX,Virgin Express
VFC,Vasco Air
VFT,VZ Flights
VGA,Air Vegas
VGC,Vanguardia en Aviacion en Colima
VGD,Vanguard Airlines
VGF,Aerovista Gulf Express
VGN,Virgin Nigeria Airways
VGS,Stichting Vliegschool 16Hoven
VGV,Vologda State Air Enterprise
VHA,VH-Air Industrie
VHM,VHM Schul-und-Charterflug
VHT,Corporate Flight International
VIA,VIA Líneas Aéreas
VIB,Vibroair Flugservice
VIC,VIP Servicios Aereos Ejecutivos
VID,Aviaprad
VIE,VIP Empresarial
VIF,VIF Luftahrt
VIG,Vega Aviation
VIH,Vichi
VIK,Viking Airlines
VIM,Air VIA
VIN,Vinair - Helicoptereos
VIP,Tag Aviation UK
VIR,Virgin Atlantic Airways
VIS,Vision Air International
VIV,Aeroenlaces Nacionales
VIZ,Aerovis Airlines
VJA,ValueJet
VJC,VietJet Air
VJE,Avjet International (FZE)
VJM,Viajes Ejecutivos Mexicanos
VJT,Vistajet
VKG,Mytravel Airways
VKH,Viking Hellas
VKJ,VickJet
VLA,Valan International Cargo Charter
VLE,Volare Airlines
VLF,DFS UK Limited
VLG,Vueling Airlines
VLI,Avolar Aerolineas
VLK,Vladivostok Air
VLL,RAF Valley SAR Training Unit
VLM,VLM Airlines
VLN,Valan Limited
VLO,Varig Log
VLR,Aerolineas Villaverde
VLS,Aero Virel
VLT,Vertical-T Air Company
VLU,Valuair
VLV,Avialift Vladivostok
VLX,Biz Jet Charter
VMA,Vero Monmouth Airlines
VME,Aviacion Comercial de America
VMM,Grupo Vuelos Mediterraneo
VMP,Execujet Scandinavia
VMR,Aero Vilamoura
VNA,Empresa Aviacion Interamericana
VNE,Empresa Venezolana
VNG,Aero Servicios Vanguardia
VNK,Vipport Joint Stock Company
VNP,Virgin Pacific
VNT,Avient Air Zambia
VNZ,Tbilaviamsheni
VOA,Viaggio Air
VOE,VOLOTEA Airways
VOG,Voyager Airlines
VOI,Volaris
VOL,Blue Chip Jet
VOO,Volotea
VOS,Rovos Air
VOZ,Virgin Australia
VPA,VIP Air
VPB,Veteran Air
VPP,Vintage Props and Jets
VPV,VIP-Avia
VQI,Flyme (VP)
VRA,Vertair
VRB,Silverback Cargo Freighters
VRC,Taxi de Veracruz
VRD,Virgin America
VRE,Volare Airlines
VRI,Aerotaxi Villa Rica
VRL,Voar Lda
VRN,VRG Linhas Aereas
VRO,Aerovitro
VRS,Sirvair
VRT,Averitt Air Charter
VSA,Avstar Aviation
VSB,Vickers Limited
VSC,AVESCA
VSG,Visig Operaciones Aereas
VSN,Vision Airways Corporation
VSO,Voronezh Aircraft Manufacturing Society
VSP,VASP
VSR,Aviostart AS
VSS,Virign Islands Seaplane Shuttle
VSV,Scat Air
VTA,Air Tahiti
VTC,Vuelos Especializados Tollocan
VTE,Corporate Flight Management
VTG,Aviacao Transportes Aereos e Cargas
VTH,Vuelos Corporativos de Tehuacan
VTI,Air Vistara
VTK,Vostok Airlines
VTL,Victor Tagle Larrain
VTM,Aeronaves TSM
VTS,Everts Air Alaska/Everts Air Cargo
VTT,Avia Trans Air Transport
VTV,Vointeh
VTX,Verataxis
VTY,Air Midwest
VUE,AD Aviation
VUL,Elios
VUN,Air Ivoire
VUO,Aerovuelox
VUR,Vuelos Internos Privados VIP
VUS,Vuela Bus
VVA,Aviast Air
VVC,VivaColombia
VVF,Dunyaya Bakis Hava Tasimaciligi
VVG,Aerovilla
VVM,Viva Macau
VVN,88
VWA,Virginwings
VXG,Avirex
VXN,Sunset Aviation
VXP,Mali Air Express
VXX,Aviaexpress Aircompany
VYT,RAF Valley Flying Training Unit
VZA,ViznAir
VZL,Vzlyet
VZR,Aviazur
WAA,Westair Aviation
WAB,Aero Industries Inc
WAC,West African Cargo Airlines
WAD,Waddington FTU
WAE,Western Air Express
WAF,Flamenco Airways
WAG,Wisconsin Air National Guard
WAJ,AirAsia Japan
WAK,Wings of Alaska
WAL,Western Airlines
WAM,Air Taxi & Cargo
WAP,Arrow Panama
WAR,NZ Warbirds Association
WAS,Walsten Air Services
WAT,Wings Air Transport
WAU,Wizz Air Ukraine
WAV,Warbelow's Air Ventures
WAW,Wings Airways
WAY,Airways
WBA,Finncomm Airlines
WBR,Multi-Aero
WCA,West Coast Airways
WCB,West Africa Airlines
WCC,Sport Air Travel
WCG,West Coast Airlines
WCO,Columbia Helicopters
WCP,Primaris Airlines
WCR,West Caribbean Costa Rica
WCW,West Caribbean Airways
WCY,Viking Express
WDA,Wimbi Dira Airways
WDG,Ministry of Agriculture
WDK,Oxford Air Services
WDL,WDL Aviation
WDR,Air Net Private Charter
WDS,Four Winds Aviation
WDY,Chicago Express
WEA,White Eagle Aviation
WEB,WebJet Linhas A
WEC,Universal Airlines
WEL,Veles
WEN,WestJet Encore
WER,AeroWorld
WES,Western Express Air Lines
WEV,Victoria International Airways
WEW,West Wind Aviation
WEX,Wings Express
WFC,Swift Copters
WFD,BAE Systems
WFO,Wilbur's Flight Operations
WFX,Westfalia Express VA
WGA,Vega Air Company
WGC,Worldways
WGP,Williams Grand Prix Engineering
WGS,Airwings oy
WGT,Lion Air Services
WHE,Westland Helicopters
WHR,Hummingbird Helicopter Service
WHS,Wiking Helikopter Service
WHT,White
WHY,Air Sorel
WIA,Windward Islands Airways International
WIF,Widerøe
WIG,Wiggins Airways
WIL,Aero Air
WIN,Winlink
WIS,Paccair
WIT,Wittering FTU
WIW,V-avia Airline
WIZ,Micromatter Technology Solutions
WJA,WestJet
WKH,Kharkov Aircraft Manufacturing Company
WLA,Airwaves Airlink
WLB,Wings of Lebanon Aviation
WLC,Welcome Air
WLG,Volga Aviaexpress
WLK,Skyrover CC
WLR,Air Walser
WLS,Williams Air
WLT,Aviation Partners
WLV,Aviation North
WLX,West Air Luxembourg
WML,Chantilly Air
WNA,Winair
WNR,Wondair on Demand Aviation
WOA,World Airways
WOK,Kovar Air
WOL,Wings Aviation
WON,Wings Air
WOW,Air Southwest
WPA,Western Pacific Airservice
WPK,Air-Lift Associates
WPR,Auckland Regional Rescue Helicopter Trust
WPT,Wapiti Aviation
WRA,White River Air Services
WRC,Wind Rose Aviation
WRF,Wright Air Service
WRR,WRA Inc
WRT,Wright Air Lines
WSA,Westgates Airlines
WSC,Westair Cargo Airlines
WSF,West African Airlines
WSG,Wasaya Airways
WSI,Wind Spirit Air
WSL,Westflight Aviation
WSM,Wisman Aviation
WSS,World Scale Airlines
WST,Western Air
WTA,Africa West
WTC,Weasua Air Transport Company
WTF,West African Air Transport
WTJ,Whitejets
WTN,BAE Systems
WTP,Westpoint Air
WTV,Western Aviators
WVA,Hand D Aviation
WVL,Wizz Air Hungary
WWD,Westward Airways
WWI,Worldwide Jet Charter
WWL,Whyalla Airlines
WWM,World Wing Aviation
WWS,Worldwide Aviation Services
WYC,Wycombe Air Centre
WYG,Wyoming Airlines
WYT,2 Sqn No 1 Elementary Flying Training School
WZP,Zip
WZZ,Wizz Air
XAA,Aeronautical Radio Inc
XAB,Xabre Aerolineas
XAC,Air Charter World
XAD,Certified Air Dispatch
XAF,Executive Air Fleet
XAH,Executive Aircraft Services
XAK,Airkenya
XAM,AMR Services Corporation
XAN,Southjet cargo
XAO,Airline Operations Services
XAP,Direct Air trading as Midway Connection
XAR,Travel Express Aviation Services
XAS,PHH Aviation System
XAT,AT and T Aviation Division
XAU,XAIR USA
XAV,Aviaprom Enterprises
XAX,AirAsia X
XBG,City of Bangor
XBM,CBM America
XBO,Baseops International
XCC,Ecoturistica de Xcalak
XCL,Contel ASC
XCO,Compuflight Operations Service
XCS,Compuserve Incorporated
XCT,Aero Costa Taxi Aereo
XCX,Citibank
XDA,Bureau Veritas
XDD,Lockheed DUATS
XDS,Dispatch Services
XDT,Date Transformation Corp
XDY,Dynair Services
XEC,Air Executive Charter
XEL,Excel Charter
XER,Xerox Corporation
XFS,American Flight Service Systems
XFX,Airways Corporation of New Zealand
XGA,General Aviation Terminal
XGG,IMP Group Aviation Services
XGS,Global System
XGW,Global Weather Dynamics
XIA,Irving Oil
XJA,Assistance Aeroportuaire de L'Aeroport de Paris
XJC,Xclusive Jet Charter Limited
XJT,Xjet Limited
XKA,Kavouras Inc
XKX,ASECNA
XLA,Excel Airways
XLB,Aircraft Performance Group
XLD,Jeppesen Data Plan
XLG,Lockheed Air Terminal
XLK,Safarilink Aviation
XLL,Air Excel
XLT,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero
XMA,Martin Aviation Services
XME,Australian air Express
XMG,AMS Group
XMR,Irish Aviation Authority
XMS,British Airways
XMX,SENEAM
XNA,Express Net Airlines
XNC,Canadian National Telecommunications
XNR,Taxi Aero Del Norte
XNS,Navtech System Support
XNT,Notams International
XNV,Navinc Airlines Services
XOJ,XOJET
XPA,Pan Am Weather Systems
XPE,Amira Air
XPG,Southport Air Service
XPL,Express Line Aircompany
XPR,Air-Rep
XPS,XP Internation
XPT,XPTO
XPX,Phoenix Flight Operations
XRA,Intensive Air
XSA,Spectrum Air Service
XSL,Embry-Riddle Aeronautical University
XSN,Stephenville Aviation Services
XSR,Executive AirShare
XSS,Aero Express Intercontinental
XTA,Servicios Aereos Textra
XTJ,Advance Aviation Services
XTO,Express Tours
XTR,Sector Airlines
XWS,WSI Corporation
XWW,World Weatherwatch
XXS,Skyplan Services
XXV,AASANA
XXX,ASL
XYZ,Island Air Express
YAK,Yakolev
YBE,Stewart Aviation Services
YCC,Ciel Canadien
YCP,Canadian National Airways
YEL,Yellowtail
YEP,YES Airways
YFS,Young Flying Service
YOG,Central Aviation
YRG,Air Yugoslavia
YYY,ICAO
YZR,Yangtze River Express
YZZ,LSM AIRLINES
ZAI,Zaire Aero Service
ZAK,Airlink Zambia
ZAN,Zantop International Airlines
ZAR,Zairean Airlines
ZAS,ZAS Airlines of Egypt
ZAW,Zoom Airways
ZBA,Boskovic Air Charters Limited
ZCS,Southjet connect
ZMA,Zambezi Airlines
ZNA,Zenith International Airline
ZTF,Mongolian International Air Lines
ZTT,ZABAIKAL AIRLINES
ZXY,Japan Regio
ZYZ,Caribbean Wings
ZZM,Agence Nationale des Aerodromes et de la Meteorologie
ZZZ,Zabaykalskii Airlines
КТК,Катэкавиа
